id,frame,budget,rule,estimate,ci_low,ci_high,note
edition_2_2017_lottery_missing_percentile_0,edition 2017,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2017_lottery_missing_pool_mean,edition 2017,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2017_lottery_missing_zero_citation_percentile,edition 2017,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2018_D2_observed_only,edition 2018,10%,D2,0.525968,-8.713475,7.975770,"single-edition yield, exploratory"
edition_2_2018_D2_missing_percentile_0,edition 2018,10%,D2,1.938833,-7.471526,9.485354,"single-edition yield, exploratory"
edition_2_2018_D2_missing_pool_mean,edition 2018,10%,D2,0.525968,-8.713475,7.975770,"single-edition yield, exploratory"
edition_2_2018_D2_missing_zero_citation_percentile,edition 2018,10%,D2,1.467219,-7.869900,8.990338,"single-edition yield, exploratory"
edition_2_2018_mean_observed_only,edition 2018,10%,mean,23.027732,12.334738,30.375051,"single-edition yield, exploratory"
edition_2_2018_mean_missing_percentile_0,edition 2018,10%,mean,22.689446,11.931079,30.217339,"single-edition yield, exploratory"
edition_2_2018_mean_missing_pool_mean,edition 2018,10%,mean,22.350445,11.885268,29.601787,"single-edition yield, exploratory"
edition_2_2018_mean_missing_zero_citation_percentile,edition 2018,10%,mean,22.576287,11.912416,29.896782,"single-edition yield, exploratory"
edition_2_2018_variance_observed_only,edition 2018,10%,variance,4.429154,-4.859451,14.740417,"single-edition yield, exploratory"
edition_2_2018_variance_missing_percentile_0,edition 2018,10%,variance,5.842019,-3.559335,16.154256,"single-edition yield, exploratory"
edition_2_2018_variance_missing_pool_mean,edition 2018,10%,variance,4.429154,-4.859451,14.740417,"single-edition yield, exploratory"
edition_2_2018_variance_missing_zero_citation_percentile,edition 2018,10%,variance,5.370405,-4.054886,15.575797,"single-edition yield, exploratory"
edition_2_2018_max_observed_only,edition 2018,10%,max,18.923639,8.384083,27.988681,"single-edition yield, exploratory"
edition_2_2018_max_missing_percentile_0,edition 2018,10%,max,20.336504,9.531637,29.405792,"single-edition yield, exploratory"
edition_2_2018_max_missing_pool_mean,edition 2018,10%,max,18.923639,8.384083,27.988681,"single-edition yield, exploratory"
edition_2_2018_max_missing_zero_citation_percentile,edition 2018,10%,max,19.864890,9.187652,28.765612,"single-edition yield, exploratory"
edition_2_2018_max_resid_observed_only,edition 2018,10%,max_resid,-2.655711,-8.634227,9.295419,"single-edition yield, exploratory"
edition_2_2018_max_resid_missing_percentile_0,edition 2018,10%,max_resid,-1.242846,-7.274123,10.864386,"single-edition yield, exploratory"
edition_2_2018_max_resid_missing_pool_mean,edition 2018,10%,max_resid,-2.655711,-8.634227,9.295419,"single-edition yield, exploratory"
edition_2_2018_max_resid_missing_zero_citation_percentile,edition 2018,10%,max_resid,-1.714460,-7.698063,10.260092,"single-edition yield, exploratory"
edition_2_2018_lottery_observed_only,edition 2018,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2018_lottery_missing_percentile_0,edition 2018,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2018_lottery_missing_pool_mean,edition 2018,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2018_lottery_missing_zero_citation_percentile,edition 2018,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2019_D2_observed_only,edition 2019,10%,D2,-1.324715,-7.366173,7.285164,"single-edition yield, exploratory"
edition_2_2019_D2_missing_percentile_0,edition 2019,10%,D2,-3.994994,-10.213776,4.830677,"single-edition yield, exploratory"
edition_2_2019_D2_missing_pool_mean,edition 2019,10%,D2,-1.194841,-6.499993,6.582406,"single-edition yield, exploratory"
edition_2_2019_D2_missing_zero_citation_percentile,edition 2019,10%,D2,-3.053304,-8.859847,5.383222,"single-edition yield, exploratory"
edition_2_2019_mean_observed_only,edition 2019,10%,mean,14.315102,6.921766,20.665727,"single-edition yield, exploratory"
edition_2_2019_mean_missing_percentile_0,edition 2019,10%,mean,13.280830,5.319695,19.686815,"single-edition yield, exploratory"
edition_2_2019_mean_missing_pool_mean,edition 2019,10%,mean,13.753726,6.588300,19.820655,"single-edition yield, exploratory"
edition_2_2019_mean_missing_zero_citation_percentile,edition 2019,10%,mean,13.439864,5.825440,19.745518,"single-edition yield, exploratory"
edition_2_2019_variance_observed_only,edition 2019,10%,variance,1.476780,-5.011709,8.868510,"single-edition yield, exploratory"
edition_2_2019_variance_missing_percentile_0,edition 2019,10%,variance,-0.663447,-7.269851,6.938747,"single-edition yield, exploratory"
edition_2_2019_variance_missing_pool_mean,edition 2019,10%,variance,1.360954,-4.533840,8.202968,"single-edition yield, exploratory"
edition_2_2019_variance_missing_zero_citation_percentile,edition 2019,10%,variance,0.017358,-6.259406,7.251559,"single-edition yield, exploratory"
edition_2_2019_max_observed_only,edition 2019,10%,max,10.960008,4.198266,21.506604,"single-edition yield, exploratory"
edition_2_2019_max_missing_percentile_0,edition 2019,10%,max,6.094689,-1.361975,16.214536,"single-edition yield, exploratory"
edition_2_2019_max_missing_pool_mean,edition 2019,10%,max,9.670595,3.719968,18.965832,"single-edition yield, exploratory"
edition_2_2019_max_missing_zero_citation_percentile,edition 2019,10%,max,7.297264,0.438728,16.984162,"single-edition yield, exploratory"
edition_2_2019_max_resid_observed_only,edition 2019,10%,max_resid,0.849695,-6.774660,7.126317,"single-edition yield, exploratory"
edition_2_2019_max_resid_missing_percentile_0,edition 2019,10%,max_resid,-1.241349,-8.736030,5.091135,"single-edition yield, exploratory"
edition_2_2019_max_resid_missing_pool_mean,edition 2019,10%,max_resid,0.783052,-6.376133,6.503949,"single-edition yield, exploratory"
edition_2_2019_max_resid_missing_zero_citation_percentile,edition 2019,10%,max_resid,-0.560544,-7.771046,5.338633,"single-edition yield, exploratory"
edition_2_2019_lottery_observed_only,edition 2019,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2019_lottery_missing_percentile_0,edition 2019,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2019_lottery_missing_pool_mean,edition 2019,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2019_lottery_missing_zero_citation_percentile,edition 2019,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2021_D2_observed_only,edition 2021,10%,D2,2.035495,-4.066434,7.175982,"single-edition yield, exploratory"
edition_2_2021_D2_missing_percentile_0,edition 2021,10%,D2,1.608365,-4.257934,7.058549,"single-edition yield, exploratory"
edition_2_2021_D2_missing_pool_mean,edition 2021,10%,D2,1.964489,-3.955361,6.997492,"single-edition yield, exploratory"
edition_2_2021_D2_missing_zero_citation_percentile,edition 2021,10%,D2,1.768486,-4.061382,7.000993,"single-edition yield, exploratory"
edition_2_2021_mean_observed_only,edition 2021,10%,mean,7.256487,2.649493,13.530351,"single-edition yield, exploratory"
edition_2_2021_mean_missing_percentile_0,edition 2021,10%,mean,8.384451,3.730685,14.617724,"single-edition yield, exploratory"
edition_2_2021_mean_missing_pool_mean,edition 2021,10%,mean,7.256487,2.649493,13.530351,"single-edition yield, exploratory"
edition_2_2021_mean_missing_zero_citation_percentile,edition 2021,10%,mean,7.877293,3.244469,14.143696,"single-edition yield, exploratory"
edition_2_2021_variance_observed_only,edition 2021,10%,variance,6.690122,0.932950,12.778280,"single-edition yield, exploratory"
edition_2_2021_variance_missing_percentile_0,edition 2021,10%,variance,5.528133,-0.365948,11.559228,"single-edition yield, exploratory"
edition_2_2021_variance_missing_pool_mean,edition 2021,10%,variance,6.378953,0.882641,12.152526,"single-edition yield, exploratory"
edition_2_2021_variance_missing_zero_citation_percentile,edition 2021,10%,variance,5.910681,0.322949,11.805170,"single-edition yield, exploratory"
edition_2_2021_max_observed_only,edition 2021,10%,max,8.868682,3.343048,15.529282,"single-edition yield, exploratory"
edition_2_2021_max_missing_percentile_0,edition 2021,10%,max,7.007545,1.396526,13.506115,"single-edition yield, exploratory"
edition_2_2021_max_missing_pool_mean,edition 2021,10%,max,8.353061,3.115548,14.638709,"single-edition yield, exploratory"
edition_2_2021_max_missing_zero_citation_percentile,edition 2021,10%,max,7.612519,2.121725,13.784844,"single-edition yield, exploratory"
edition_2_2021_max_resid_observed_only,edition 2021,10%,max_resid,-0.156041,-5.558161,5.402187,"single-edition yield, exploratory"
edition_2_2021_max_resid_missing_percentile_0,edition 2021,10%,max_resid,-0.999603,-6.383713,4.508685,"single-edition yield, exploratory"
edition_2_2021_max_resid_missing_pool_mean,edition 2021,10%,max_resid,-0.148783,-5.358114,5.212225,"single-edition yield, exploratory"
edition_2_2021_max_resid_missing_zero_citation_percentile,edition 2021,10%,max_resid,-0.617055,-5.758334,4.715758,"single-edition yield, exploratory"
edition_2_2021_lottery_observed_only,edition 2021,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2021_lottery_missing_percentile_0,edition 2021,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2021_lottery_missing_pool_mean,edition 2021,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2021_lottery_missing_zero_citation_percentile,edition 2021,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2022_D2_observed_only,edition 2022,10%,D2,-3.416378,-10.277887,2.957476,"single-edition yield, exploratory"
edition_2_2022_D2_missing_percentile_0,edition 2022,10%,D2,-4.646653,-9.774538,0.589231,"single-edition yield, exploratory"
edition_2_2022_D2_missing_pool_mean,edition 2022,10%,D2,-1.863479,-5.610018,1.587505,"single-edition yield, exploratory"
edition_2_2022_D2_missing_zero_citation_percentile,edition 2022,10%,D2,-3.564128,-7.789690,0.630659,"single-edition yield, exploratory"
edition_2_2022_mean_observed_only,edition 2022,10%,mean,4.015417,-1.456789,9.657663,"single-edition yield, exploratory"
edition_2_2022_mean_missing_percentile_0,edition 2022,10%,mean,7.285116,1.907680,12.975392,"single-edition yield, exploratory"
edition_2_2022_mean_missing_pool_mean,edition 2022,10%,mean,2.847296,-1.041322,6.898389,"single-edition yield, exploratory"
edition_2_2022_mean_missing_zero_citation_percentile,edition 2022,10%,mean,5.559010,0.908065,10.323504,"single-edition yield, exploratory"
edition_2_2022_variance_observed_only,edition 2022,10%,variance,3.960648,-1.236284,10.711706,"single-edition yield, exploratory"
edition_2_2022_variance_missing_percentile_0,edition 2022,10%,variance,5.497591,0.173656,11.619341,"single-edition yield, exploratory"
edition_2_2022_variance_missing_pool_mean,edition 2022,10%,variance,2.664436,-0.844984,7.100498,"single-edition yield, exploratory"
edition_2_2022_variance_missing_zero_citation_percentile,edition 2022,10%,variance,4.395626,0.060796,9.516070,"single-edition yield, exploratory"
edition_2_2022_max_observed_only,edition 2022,10%,max,2.456534,-2.865284,10.316627,"single-edition yield, exploratory"
edition_2_2022_max_missing_percentile_0,edition 2022,10%,max,2.791739,-1.744550,9.509235,"single-edition yield, exploratory"
edition_2_2022_max_missing_pool_mean,edition 2022,10%,max,1.563249,-1.771003,6.546210,"single-edition yield, exploratory"
edition_2_2022_max_missing_zero_citation_percentile,edition 2022,10%,max,2.313914,-1.518545,8.149961,"single-edition yield, exploratory"
edition_2_2022_max_resid_observed_only,edition 2022,10%,max_resid,-0.907435,-7.384425,5.042443,"single-edition yield, exploratory"
edition_2_2022_max_resid_missing_percentile_0,edition 2022,10%,max_resid,-0.134803,-5.720047,5.647891,"single-edition yield, exploratory"
edition_2_2022_max_resid_missing_pool_mean,edition 2022,10%,max_resid,-0.560960,-4.555042,3.090713,"single-edition yield, exploratory"
edition_2_2022_max_resid_missing_zero_citation_percentile,edition 2022,10%,max_resid,-0.300558,-4.899802,4.349498,"single-edition yield, exploratory"
edition_2_2022_lottery_observed_only,edition 2022,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2022_lottery_missing_percentile_0,edition 2022,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2022_lottery_missing_pool_mean,edition 2022,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2022_lottery_missing_zero_citation_percentile,edition 2022,10%,lottery,0.000000,0.000000,0.000000,"single-edition yield, exploratory"
edition_2_2023_D2_observed_only,edition 2023,10%,D2,-1.849760,-6.895732,3.773718,"single-edition yield, exploratory"
edition_2_2023_D2_missing_percentile_0,edition 2023,10%,D2,0.035626,-4.575064,4.006151,"single-edition yield, exploratory"
edition_2_2023_D2_missing_pool_mean,edition 2023,10%,D2,-1.065368,-3.872314,2.147791,"single-edition yield, exploratory"
edition_2_2023_D2_missing_zero_citation_percentile,edition 2023,10%,D2,-0.363357,-4.083023,3.029853,"single-edition yield, exploratory"
edition_2_2023_mean_observed_only,edition 2023,10%,mean,1.560425,-3.467208,5.966315,"single-edition yield, exploratory"
edition_2_2023_mean_missing_percentile_0,edition 2023,10%,mean,7.263170,2.500028,11.813583,"single-edition yield, exploratory"
edition_2_2023_mean_missing_pool_mean,edition 2023,10%,mean,1.086372,-2.422364,4.241013,"single-edition yield, exploratory"
edition_2_2023_mean_missing_zero_citation_percentile,edition 2023,10%,mean,5.024795,0.880292,8.748921,"single-edition yield, exploratory"
edition_2_2023_variance_observed_only,edition 2023,10%,variance,3.306846,-2.138920,8.187795,"single-edition yield, exploratory"
edition_2_2023_variance_missing_percentile_0,edition 2023,10%,variance,4.445955,-0.365388,8.665017,"single-edition yield, exploratory"
edition_2_2023_variance_missing_pool_mean,edition 2023,10%,variance,2.009223,-1.288473,4.960073,"single-edition yield, exploratory"
edition_2_2023_variance_missing_zero_citation_percentile,edition 2023,10%,variance,3.562921,-0.487332,7.112110,"single-edition yield, exploratory"
edition_2_2023_max_observed_only,edition 2023,10%,max,1.537104,-3.221286,7.045278,"single-edition yield, exploratory"
edition_2_2023_max_missing_percentile_0,edition 2023,10%,max,4.201297,-0.129231,8.663249,"single-edition yield, exploratory"
edition_2_2023_max_missing_pool_mean,edition 2023,10%,max,0.963122,-1.967485,4.401992,"single-edition yield, exploratory"
edition_2_2023_max_missing_zero_citation_percentile,edition 2023,10%,max,3.027833,-0.601970,6.872233,"single-edition yield, exploratory"
edition_2_2023_max_resid_observed_only,edition 2023,10%,max_resid,-0.885746,-5.975390,4.681895,"single-edition yield, exploratory"
